ItemHash,SkuNumber,SoldFlag,ItemName,Price,WarehouseId,Category,OrderDate,ShipDate,OutDate,Delivery_date,OrderId,Quantity,CustomerId
HAZ3XRH9FA4V,644913,0,HomeGoods-RKJ-164,2874.14,WHK0UH,HomeGoods,,,,,,5,
SWOW9AV1JPJN,961202,1,Electronics-ANY-419,1823.9,WH8T7R,Electronics,2025-11-10,2025-11-17,2025-11-17,2025-11-12,1000012,10,9493325
63U0480EE9UJ,538699,1,Sports-BNO-002,3620.73,WHXFE3,Sports,2025-12-17,2025-12-20,2025-12-23,2025-12-18,1000013,2,2496074
U3MCED717HQ6,924800,1,Books-UPM-279,3071.93,WH84R7,Books,2026-02-01,2026-02-06,2026-02-09,2026-02-02,1000014,3,9656780
NGVUGVT0OXO4,456213,0,Books-EPQ-840,2764.17,WH8GPP,Books,,,,,,5,
RFVO4PJAXKX9,629938,0,Books-LCY-683,248.57,WHP9XY,Books,,,,,,4,
C6P3S67VPSPO,898238,1,Sports-LAP-843,3110.77,WH79AV,Sports,2026-02-12,2026-02-17,2026-02-17,2026-02-24,1000015,1,8361882
S2ZGDHZ9P3LZ,441022,1,Sports-GQW-777,796.31,WHTM5A,Sports,2025-10-15,2025-10-17,2025-10-20,2025-10-21,1000016,8,3279992
6K47PQQKJ6NS,410050,0,ComputersandAccessories-KRF-268,4305.19,WHAEC0,Computers&Accessories,,,,,,1,
O6YLOM3XYI5B,675853,0,Electronics-SPF-876,2272.89,WHASFP,Electronics,,,,,,6,
EASJHKN8U6Z1,399344,1,Sports-WHN-092,2362.99,WHX2QY,Sports,2025-09-09,2025-09-12,2025-09-13,2025-09-22,1000017,1,7200095
YAJDIGD2B3LF,128036,0,Electronics-XTM-077,4555.44,WH5OEM,Electronics,,,,,,8,
4INW8GHC3SMH,302804,0,HomeGoods-RPK-013,3978.0,WHN67K,HomeGoods,,,,,,9,
3025T8Y6M18I,959688,1,HomeGoods-XCM-447,2116.52,WHEA1E,HomeGoods,2025-12-04,2025-12-06,2025-12-08,2025-12-05,1000018,10,5626310
V69CYAYFOUP9,302561,1,Sports-TGH-276,4020.25,WHAW9Y,Sports,2025-04-05,2025-04-11,2025-04-11,2025-04-17,1000019,10,4777506
DCEVUWDLS9MN,713136,1,Books-IBB-276,2303.55,WH95GM,Books,2025-09-15,2025-09-20,2025-09-20,2025-09-16,1000020,7,3373915
E49YEFL7P2ZT,630026,1,Books-IXN-340,4115.8,WHOZFN,Books,2025-05-15,2025-05-19,2025-05-22,2025-05-16,1000021,8,8038020
N3RUXO55H28C,422824,1,HomeGoods-JZJ-516,4206.47,WH0XPQ,HomeGoods,2025-09-20,2025-09-26,2025-09-28,2025-09-23,1000022,2,1552182
5EO54SXBVU52,286204,1,Books-FRS-999,3811.95,WHFJ9R,Books,2025-04-22,2025-04-23,2025-04-23,2025-04-23,1000023,7,4026234
GAZ5O72NSE9N,463143,0,Clothing-RQI-116,39.07,WH6JIR,Clothing,,,,,,10,
V066DHLIPJ60,602946,0,ComputersandAccessories-NQW-486,4286.86,WHWR3B,Computers&Accessories,,,,,,10,
ECY5DAMINPJU,913391,1,Sports-JKF-467,3624.34,WHDD20,Sports,2026-01-31,2026-02-04,2026-02-07,2026-02-10,1000024,3,4704497
DGODOD2ISMVJ,755342,1,HomeGoods-OFI-901,2189.3,WHA5J0,HomeGoods,2025-10-10,2025-10-10,2025-10-10,2025-10-18,1000025,8,5398630
0DAZHNRLCPXF,196464,1,Clothing-SJS-227,1975.64,WH2P42,Clothing,2025-06-05,2025-06-06,2025-06-09,2025-06-06,1000026,3,2045230
Y8HBV914D5DG,925637,1,Clothing-EQK-084,561.64,WHFCQQ,Clothing,2025-06-09,2025-06-09,2025-06-10,2025-06-10,1000027,7,8966547
Y8NUY54PTQPJ,645249,0,Clothing-APD-431,1192.8,WHCFBB,Clothing,,,,,,6,
SOWNHXEIQHHZ,823917,1,ComputersandAccessories-IFB-145,3924.83,WHZ1F7,Computers&Accessories,2025-08-16,2025-08-20,2025-08-20,2025-08-23,1000028,9,8526030
O9BC8W7PE3Z4,869883,1,Clothing-XKS-326,753.27,WH2MIH,Clothing,2025-12-14,2025-12-15,2025-12-18,2025-12-20,1000029,6,8326327
UUZ4Y748X2KZ,893427,1,Sports-PUP-368,4135.05,WH4I4M,Sports,2026-01-12,2026-01-15,2026-01-17,2026-01-14,1000030,9,4456290
0RQJMG1HUTDK,463993,0,Clothing-FBP-775,1223.1,WHPIXN,Clothing,,,,,,10,
D5GDW0VIVGDA,896097,0,Sports-OJN-148,1039.27,WHOPX3,Sports,,,,,,8,
Z8JPJJV37LXS,262678,1,ComputersandAccessories-RWJ-340,2862.49,WHTOLD,Computers&Accessories,2025-08-29,2025-09-04,2025-09-04,2025-09-06,1000031,10,5565834
1EMQ01QQVNLR,443094,0,Books-EHK-428,1498.47,WHGLRX,Books,,,,,,4,
S4CJ0CI9SK8O,300609,0,Electronics-HLL-705,1298.26,WHIMF3,Electronics,,,,,,3,
ZUJ5R7FLM9MP,324451,1,ComputersandAccessories-DCG-691,111.59,WHL1KI,Computers&Accessories,2025-09-29,2025-10-01,2025-10-04,2025-10-07,1000032,4,9795014
8D2RLXF8Q6GY,452474,1,HomeGoods-AMV-047,4355.69,WHZ529,HomeGoods,2026-02-07,2026-02-08,2026-02-08,2026-02-16,1000033,4,6226031
ZY8CJP3FOOAN,722666,0,Electronics-PDZ-420,3649.44,WHIA39,Electronics,,,,,,8,
6AIHPR2GFORU,783046,0,Clothing-MZR-375,1447.56,WHMJL4,Clothing,,,,,,10,
RUYSW3PT249Y,619733,1,HomeGoods-LWX-743,3561.2,WHH6VM,HomeGoods,2025-11-28,2025-12-01,2025-12-02,2025-11-29,1000034,8,1256071
LC5EGY90R2S2,850445,1,Sports-WPT-740,1741.25,WHUOVT,Sports,2026-03-02,2026-03-06,2026-03-06,2026-03-11,1000035,10,1083820
KB78XMYXTH3E,477657,1,HomeGoods-SML-769,4758.03,WHUD66,HomeGoods,2025-08-29,2025-09-02,2025-09-04,2025-08-31,1000036,6,9968620
P89FJ9O4GF6L,248796,1,Books-VDO-204,2181.43,WHAUQ7,Books,2025-09-15,2025-09-15,2025-09-17,2025-09-23,1000037,5,5816751
G8XTM6BWXH7X,238820,1,Books-ONM-918,3723.15,WHFD4N,Books,2025-09-05,2025-09-08,2025-09-08,2025-09-14,1000038,3,8957237
DC99KKZOS2UH,400793,0,Books-BAY-345,4928.54,WHPQUK,Books,,,,,,7,
HSLEPXBF8X0D,617671,1,Books-AHY-776,4376.18,WHNBER,Books,2025-06-03,2025-06-06,2025-06-08,2025-06-14,1000039,3,4309348
SQZBFQLDC8O7,367666,1,Sports-QNR-995,2522.51,WHJKO6,Sports,2025-12-21,2025-12-22,2025-12-23,2025-12-24,1000040,3,6879710
EGSUK2S9Y6ZS,453129,1,Books-OPI-517,1096.92,WHQA29,Books,2025-03-31,2025-04-05,2025-04-08,2025-04-03,1000041,5,8862713
PIK1NCT8M4IL,391022,0,HomeGoods-MSZ-752,1049.21,WHFOMI,HomeGoods,,,,,,10,
3A3FD1CSQRJI,624479,0,Sports-FGB-029,1182.14,WH8DS0,Sports,,,,,,4,
EC4FHAMZKO5T,326939,1,ComputersandAccessories-MLP-008,841.03,WHPVSB,Computers&Accessories,2025-06-22,2025-06-26,2025-06-27,2025-06-24,1000042,9,3169120
AWALY7KJZYD4,102015,1,Clothing-QID-931,2334.55,WHAE8Y,Clothing,2025-11-11,2025-11-16,2025-11-16,2025-11-12,1000043,8,1829551
4LLPATYJMGR2,632508,0,ComputersandAccessories-MXX-185,3550.3,WH31TG,Computers&Accessories,,,,,,4,
BQHY7CTOLPEH,646340,0,Sports-QFV-767,1633.92,WH078Y,Sports,,,,,,8,
0YSEBO344D0P,294098,0,Electronics-YTX-655,3361.48,WH2JC0,Electronics,,,,,,9,
04BAXF4Z47TX,918719,1,Books-BPI-405,16.64,WHEH5T,Books,2025-11-25,2025-11-26,2025-11-29,2025-11-26,1000044,3,5999701
BIXUIP7W78OH,981193,0,Clothing-MGI-944,2507.41,WHMWPB,Clothing,,,,,,8,
OXVMJP6G7KKB,595319,1,ComputersandAccessories-SAY-800,2283.11,WH8QBJ,Computers&Accessories,2025-12-16,2025-12-23,2025-12-26,2025-12-17,1000045,10,2936976
EYSSMTQHN6DC,772985,1,ComputersandAccessories-KFO-113,2441.84,WH2GKJ,Computers&Accessories,2025-09-21,2025-09-24,2025-09-25,2025-09-24,1000046,10,9423189
RD1B1LNZU8EH,651522,1,Electronics-RFY-035,76.28,WHWCZB,Electronics,2025-04-20,2025-04-22,2025-04-25,2025-05-02,1000047,4,9863958
I5DBCBGLO532,726237,0,HomeGoods-TVL-037,2765.04,WHCTY3,HomeGoods,,,,,,9,
B0EJKUBQ3RSY,232136,1,Books-ODW-743,3972.63,WHJMW8,Books,2025-08-10,2025-08-11,2025-08-13,2025-08-18,1000048,9,5027162
SBAQQSJSDSZD,553501,0,Clothing-PDD-849,1273.43,WHTS13,Clothing,,,,,,4,
RM7EENT9BZ5B,325281,0,Sports-LSX-452,3519.55,WHQ541,Sports,,,,,,6,
2Y31BU0FA4GG,843874,1,HomeGoods-FJF-504,3742.77,WH3JIQ,HomeGoods,2025-04-05,2025-04-07,2025-04-08,2025-04-07,1000049,7,6526886
UTZUZL8JRTQS,961113,0,Sports-SGC-263,2026.68,WHGD27,Sports,,,,,,2,
PVIAS3WGD6NR,613470,1,Clothing-MTR-739,2091.84,WHB5AR,Clothing,2025-05-17,2025-05-18,2025-05-20,2025-05-26,1000050,6,4545415
3C2GJGKYMRNS,945801,0,Electronics-ZTR-199,2299.54,WH42CA,Electronics,,,,,,3,
QHKTZJHQ1ZEC,445765,0,Electronics-WBO-143,80.58,WHAHCE,Electronics,,,,,,4,
PI6PH6ZB1S0N,141643,0,Sports-LDT-440,589.28,WHZ9K8,Sports,,,,,,3,
T06T1QSQRGHG,370578,1,Books-GTL-075,1189.52,WHBSF1,Books,2025-10-02,2025-10-03,2025-10-06,2025-10-13,1000051,6,9757901
QGYBXAJLA1IP,133372,0,HomeGoods-QCW-518,3066.56,WHG06I,HomeGoods,,,,,,3,
PXGFSK5HTKVP,725207,0,HomeGoods-KZP-357,2105.34,WHCVCI,HomeGoods,,,,,,9,
INWKFZ2UCU5T,696451,0,Clothing-AXG-919,3382.35,WH4ZSJ,Clothing,,,,,,2,
RH3NFBCAS0JN,960660,0,ComputersandAccessories-DKR-763,3925.31,WH4Z8C,Computers&Accessories,,,,,,3,
0MEJTCITPB5V,669343,1,Sports-CAW-944,462.93,WHRJD6,Sports,2025-06-29,2025-07-05,2025-07-08,2025-07-01,1000052,2,7365971
IXTVB3EALHIL,705258,0,ComputersandAccessories-GDN-666,870.96,WHHPGU,Computers&Accessories,,,,,,4,
9Q3IRSV8CIQT,917121,1,Books-OWW-074,1200.97,WHGIDZ,Books,2025-05-25,2025-05-26,2025-05-29,2025-05-26,1000053,4,2196153
0LPVE3EQSJ7A,368212,0,HomeGoods-RZH-657,7.48,WHQC5Y,HomeGoods,,,,,,8,
UHEAE8UX9FPB,374758,1,HomeGoods-BWE-781,505.18,WHTO34,HomeGoods,2025-03-15,2025-03-18,2025-03-21,2025-03-25,1000054,2,6611817
JZTNX34PUO0Y,399767,0,Sports-EXX-994,3151.06,WHKE4L,Sports,,,,,,5,
09217NN0OVI5,195053,1,Clothing-JQN-238,568.44,WHK8LQ,Clothing,2025-11-27,2025-11-30,2025-11-30,2025-11-29,1000055,1,2792247
A1K3REPAW2DS,491086,1,HomeGoods-JEL-316,3105.52,WHWVFN,HomeGoods,2025-08-21,2025-08-21,2025-08-22,2025-08-30,1000056,1,2719755
U6G4CDXJAB8V,870768,1,Sports-TVF-770,1930.33,WHTDXG,Sports,2025-06-27,2025-06-30,2025-07-03,2025-07-05,1000057,2,6991826
HERY03T9VO5G,983591,0,Electronics-VEV-309,1115.32,WH83CN,Electronics,,,,,,3,
01D60RQZWOFW,598498,0,ComputersandAccessories-MBT-272,2786.19,WHOJ0U,Computers&Accessories,,,,,,6,
WAYMF7HGQN2E,451094,1,HomeGoods-LUM-452,3814.37,WH81LJ,HomeGoods,2025-07-23,2025-07-24,2025-07-25,2025-08-04,1000058,2,7223078
9NBNDE30STFL,963335,1,Electronics-UWI-440,2642.92,WHDZVO,Electronics,2025-09-18,2025-09-23,2025-09-26,2025-09-29,1000059,5,8722833
YX40BQYE9MIF,214084,0,HomeGoods-JMR-343,2024.79,WHBB1Z,HomeGoods,,,,,,5,
4CF1H2VO647H,688979,1,HomeGoods-WRW-070,4173.34,WHV7RS,HomeGoods,2025-09-26,2025-09-26,2025-09-29,2025-09-27,1000060,8,5481336
DXIKS61X07UY,167302,1,Electronics-MJH-801,2765.81,WHE3YL,Electronics,2025-10-13,2025-10-15,2025-10-15,2025-10-14,1000061,3,7264184
9WY20FZ0SE7C,807278,1,Sports-RYW-091,3700.76,WH8MFB,Sports,2025-11-06,2025-11-10,2025-11-13,2025-11-16,1000062,3,6184242
BUO515GV6R0A,727808,0,Books-JPZ-068,3575.24,WHAGT1,Books,,,,,,3,
UDXZAMP9ZLT0,759776,1,Clothing-KCZ-861,3947.76,WH174B,Clothing,2025-09-19,2025-09-21,2025-09-23,2025-09-22,1000063,9,6858064
MMJYIJRPSY27,693866,0,Electronics-RZL-116,1764.43,WHYSOE,Electronics,,,,,,5,
ATD08C9E8X2Q,917956,1,Books-MEU-284,4881.27,WHP2XI,Books,2025-06-23,2025-06-25,2025-06-28,2025-06-25,1000064,1,4489406
6PJKBTX2E6IL,199094,0,ComputersandAccessories-NFJ-569,3525.93,WH419E,Computers&Accessories,,,,,,3,
H77YTT7DYNHT,229460,0,Clothing-CGL-696,2422.42,WH5BZO,Clothing,,,,,,4,
HCOPRTVJEHT3,522950,1,HomeGoods-UWN-356,4658.81,WHPN2C,HomeGoods,2025-10-06,2025-10-06,2025-10-09,2025-10-16,1000065,9,7599723
CELNCDG0QZ4L,120575,1,Books-YMM-575,1853.9,WH5WCF,Books,2025-06-19,2025-06-23,2025-06-23,2025-07-01,1000066,8,7847793
LYCIYV7S4IWK,158033,0,ComputersandAccessories-JEH-179,1731.87,WHXGMU,Computers&Accessories,,,,,,9,
2XMKHT3I05H2,232487,1,Sports-CTV-867,190.56,WHIS6P,Sports,2025-06-30,2025-06-30,2025-06-30,2025-07-08,1000067,3,6159356
YTAO9IGUF1T9,920362,1,ComputersandAccessories-CXI-588,545.62,WHE939,Computers&Accessories,2026-02-28,2026-03-01,2026-03-01,2026-03-01,1000068,2,2448268
4RQQWVXQF8DM,228290,1,Clothing-MYN-137,4223.82,WHXRS7,Clothing,2025-06-30,2025-07-05,2025-07-05,2025-07-06,1000069,5,6766210
YIP4DPKCDU7Z,518726,0,Books-REL-365,1702.95,WHZB15,Books,,,,,,1,
S9WY58W04QQH,895717,1,ComputersandAccessories-OUB-465,1624.27,WHS2UE,Computers&Accessories,2025-04-10,2025-04-14,2025-04-15,2025-04-17,1000070,7,3595866
ALYTD3MMS06G,173747,0,ComputersandAccessories-QNM-185,115.21,WHR6VG,Computers&Accessories,,,,,,8,
TT35ZK78OFZQ,279461,0,HomeGoods-NEN-970,4266.76,WH9NGE,HomeGoods,,,,,,9,
G1VQC99KK4BX,496425,0,Electronics-FZY-830,1649.07,WHON34,Electronics,,,,,,6,
0OLH4PYZCKYR,350862,0,Clothing-KQC-692,1691.08,WH8T3E,Clothing,,,,,,9,
XHVC9EMMM1YR,588673,0,HomeGoods-LWX-655,1242.54,WH02C8,HomeGoods,,,,,,4,
0XM5X5L9LAFA,754827,1,ComputersandAccessories-VKD-897,697.72,WHOT75,Computers&Accessories,2025-03-04,2025-03-08,2025-03-11,2025-03-07,1000071,1,5620592
XHM2LR1CQVAH,819138,1,ComputersandAccessories-SNW-214,4192.98,WH2LUR,Computers&Accessories,2025-10-20,2025-10-27,2025-10-29,2025-10-21,1000072,2,8700004
JV1F66YQBLTU,625034,1,Electronics-AZU-534,2071.76,WHOSOH,Electronics,2025-04-09,2025-04-14,2025-04-15,2025-04-19,1000073,8,8298264
P0T1MJVZLXTX,347411,0,Clothing-XNU-026,2966.35,WHWQK9,Clothing,,,,,,9,
I88QPCTNKUJ8,427558,0,ComputersandAccessories-LHH-194,243.15,WH3CD5,Computers&Accessories,,,,,,6,
YTRN2S0T5NST,473288,0,Sports-XHS-251,2002.3,WHI6K5,Sports,,,,,,4,
PZYHVP3JARBK,526389,0,Books-MMB-252,1559.35,WH84KO,Books,,,,,,9,
AYMISE62LPSL,132598,1,Electronics-AOY-593,3361.64,WHKK6H,Electronics,2025-06-17,2025-06-21,2025-06-24,2025-06-21,1000074,10,5415453
9PFCOXXTWQ67,675237,1,Sports-KZD-631,3577.86,WHQ17F,Sports,2025-04-29,2025-05-03,2025-05-04,2025-05-07,1000075,2,9559939
PHICWAXY1EXL,950237,0,Books-SYK-648,2712.35,WH44UD,Books,,,,,,7,
C5ZIOKKROIX5,196899,1,Clothing-BNX-337,2590.72,WHJS0F,Clothing,2025-10-14,2025-10-17,2025-10-20,2025-10-15,1000076,4,1522674
UQDTXPKK91BK,738617,0,Clothing-GKE-523,1100.17,WHXNBC,Clothing,,,,,,3,
0WS4YAJHD04C,639959,1,Clothing-BRW-671,3326.25,WHTMYV,Clothing,2025-09-22,2025-09-25,2025-09-25,2025-10-06,1000077,8,3661739
894OVBH36DFP,528354,1,Clothing-FPR-287,200.98,WHYJWN,Clothing,2025-04-24,2025-04-28,2025-04-28,2025-04-25,1000078,3,7082577
DF221EXUSUBM,108632,1,Electronics-OGI-311,1533.51,WH4ZB7,Electronics,2025-05-20,2025-05-24,2025-05-25,2025-05-28,1000079,7,1595439
HPSJJWIHX6AZ,327080,0,Books-TWN-922,4735.62,WH2IOU,Books,,,,,,10,
OAAA79JM9ZPE,809243,0,Books-MUH-530,2603.01,WHHCGL,Books,,,,,,4,
GLPOZNJDLMZT,238761,1,Sports-IDP-396,2840.56,WHB0ZY,Sports,2025-09-01,2025-09-08,2025-09-11,2025-09-03,1000080,3,3268103
4KALU7ARCGB2,208131,1,Sports-EJY-714,2421.56,WHIQNQ,Sports,2025-03-29,2025-03-30,2025-04-01,2025-03-31,1000081,10,3693370
8U8GZQDUV9GC,890065,1,Books-AIS-392,2124.62,WHLTWV,Books,2025-04-03,2025-04-07,2025-04-10,2025-04-04,1000082,4,5173329
RNDNDSUDW2KY,647141,0,Sports-IHE-646,416.88,WHM9NO,Sports,,,,,,10,
FGH1W8GY82GK,951852,1,HomeGoods-BNJ-055,879.0,WHDFOU,HomeGoods,2025-03-14,2025-03-20,2025-03-21,2025-03-15,1000083,7,5650026
BIAU4Z4DJI36,520290,1,Electronics-LNJ-646,2425.85,WHSUJU,Electronics,2026-02-04,2026-02-11,2026-02-14,2026-02-12,1000084,4,3804755
H26V46W6JT6V,637377,1,Books-HRQ-390,3958.46,WHQU3E,Books,2025-07-20,2025-07-21,2025-07-23,2025-07-21,1000085,7,9035921
5L1EC54VSVF2,335342,1,Electronics-FPE-367,3931.32,WH28E7,Electronics,2025-12-05,2025-12-09,2025-12-09,2025-12-06,1000086,1,1482367
PZD39FIIRC75,454771,1,Books-AOK-947,4334.3,WHY3QA,Books,2025-11-01,2025-11-04,2025-11-06,2025-11-12,1000087,6,5479069
3TI2LF09W5TD,666558,0,Books-ZXM-131,2560.97,WHY5EO,Books,,,,,,6,
HPPZPTRFVHQG,195905,1,HomeGoods-LTP-237,238.79,WHZSRV,HomeGoods,2025-04-10,2025-04-14,2025-04-14,2025-04-18,1000088,6,9389348
JZX0TEANE3W3,414016,0,HomeGoods-ZEV-763,4773.11,WH4NJG,HomeGoods,,,,,,8,
WVLU3BN4PO6V,543114,0,ComputersandAccessories-RSK-630,4929.23,WHG7PV,Computers&Accessories,,,,,,1,
M4VIGXKFFTWB,680659,1,ComputersandAccessories-SUR-464,3136.73,WHWJEH,Computers&Accessories,2025-03-19,2025-03-22,2025-03-25,2025-04-01,1000089,3,5907297
AJMFJHFGM7L0,385426,0,Books-PKK-333,3506.14,WHCY0E,Books,,,,,,6,
GQX3646ARXQ3,530343,1,Clothing-OOP-363,3314.43,WHD5TQ,Clothing,2025-12-16,2025-12-21,2025-12-22,2025-12-18,1000090,6,6923130
PHGVHF0BFO2Y,209591,1,Clothing-PMM-953,3847.1,WHN2LK,Clothing,2025-11-14,2025-11-14,2025-11-17,2025-11-25,1000091,4,3434271
TRARVMEM75P7,436137,0,ComputersandAccessories-HTG-618,1976.06,WHFNRJ,Computers&Accessories,,,,,,6,
H7BVWR6LOIES,712233,1,Sports-KTR-174,4212.53,WHHODG,Sports,2025-07-02,2025-07-06,2025-07-07,2025-07-14,1000092,3,7847727
3ETV8221IIIB,148380,1,HomeGoods-YEP-192,938.73,WH0XUZ,HomeGoods,2025-08-07,2025-08-08,2025-08-08,2025-08-15,1000093,8,3941703
KNO24QHQQQ8N,917770,1,Books-WFK-440,4504.48,WHSHR2,Books,2025-08-22,2025-08-25,2025-08-27,2025-08-24,1000094,6,1812821
092A9LC546EB,309921,0,Books-MRJ-173,4588.35,WHGB0V,Books,,,,,,3,
CNG97TWOOKUQ,385498,0,Clothing-ZJI-829,3957.99,WHO22E,Clothing,,,,,,5,
401G3XRPEZYM,958165,1,ComputersandAccessories-ZOX-517,4168.0,WHUOAO,Computers&Accessories,2025-06-19,2025-06-21,2025-06-22,2025-07-01,1000095,5,8071215
ZL3OCXVMLRS4,840436,0,ComputersandAccessories-UYL-541,1788.29,WHT8X5,Computers&Accessories,,,,,,1,
RHCIPQFN85M4,290026,0,ComputersandAccessories-POG-479,2807.3,WHUWVP,Computers&Accessories,,,,,,9,
Z5DGC2TLRUQF,859612,0,Books-HCI-830,1370.17,WHYH2A,Books,,,,,,1,
KF1ZHTIC1ZWU,289784,0,Electronics-WQQ-596,3276.8,WHID4S,Electronics,,,,,,5,
IIN3EZO5JRWT,444867,1,Books-XBJ-137,55.26,WHB5OF,Books,2025-11-15,2025-11-19,2025-11-21,2025-11-16,1000096,1,3117255
FUHQYUE7QN4V,709441,1,Electronics-DBV-614,1571.71,WHQZ68,Electronics,2026-01-31,2026-01-31,2026-02-03,2026-02-01,1000097,10,2707265
WG4BSHMKGFPW,847522,0,HomeGoods-CKB-420,3947.88,WH6YYH,HomeGoods,,,,,,3,
0OH714KXSRZ4,838531,0,HomeGoods-KAF-603,689.32,WHT7B7,HomeGoods,,,,,,6,
J2VQ1TXS03W3,684946,1,HomeGoods-IYD-121,3428.9,WHHDDU,HomeGoods,2025-06-05,2025-06-09,2025-06-11,2025-06-06,1000098,8,7451987
6F86YNUTN253,597991,1,Electronics-SRT-581,3111.27,WHWFPJ,Electronics,2025-11-01,2025-11-05,2025-11-06,2025-11-10,1000099,3,9586916
MOSEF0E8I3KZ,879473,0,Books-IAI-758,645.65,WHNQ4F,Books,,,,,,10,
X2STKCY0JPCR,429528,1,Books-NRU-285,185.22,WHBXJW,Books,2025-08-27,2025-09-01,2025-09-01,2025-09-06,1000100,1,7154339
X5RROA377ZTO,997164,0,Books-UJN-760,118.8,WH2QO9,Books,,,,,,3,
2J41S19AKNH5,946858,1,Books-RIQ-352,2132.95,WHTOWC,Books,2025-04-30,2025-04-30,2025-05-02,2025-05-03,1000101,1,7216004
Z2RF0791I4UQ,935856,0,Books-SKB-565,2651.21,WHI2QE,Books,,,,,,1,
KJUS2MOIMHF9,270542,0,Electronics-ESD-203,3904.73,WH7QRV,Electronics,,,,,,3,
WOBBBPT5E79L,341984,0,HomeGoods-CZZ-767,3168.48,WHX8Q3,HomeGoods,,,,,,4,
08ZP9ZWMICD5,499023,0,HomeGoods-ZQS-095,2693.09,WHGXWF,HomeGoods,,,,,,8,
IXZGPXAQ9NK2,692924,0,Electronics-KQV-889,4448.64,WHM1NH,Electronics,,,,,,5,
Z6919SBJMZ6H,592321,1,Sports-KAT-158,332.26,WHSJ1P,Sports,2025-04-09,2025-04-12,2025-04-12,2025-04-10,1000102,7,6782384
53BD3JVNP248,157353,0,ComputersandAccessories-GJC-779,3340.08,WHFGXD,Computers&Accessories,,,,,,1,
